cycle,state,modeldate,candidate_name,pct_trend_adjusted,winner
2000,National,2000-06-11,Ralph Nader,3.859387,George W. Bush
2000,National,2000-06-11,George W. Bush,45.693606,George W. Bush
2000,National,2000-06-11,Al Gore,39.51769,George W. Bush
2000,National,2000-06-12,Ralph Nader,3.859387,George W. Bush
2000,National,2000-06-12,George W. Bush,45.695737,George W. Bush
2000,National,2000-06-12,Al Gore,39.50584,George W. Bush
2000,National,2000-06-13,Ralph Nader,3.859387,George W. Bush
2000,National,2000-06-13,George W. Bush,47.868102,George W. Bush
2000,National,2000-06-13,Al Gore,39.842145,George W. Bush
2000,National,2000-06-14,Ralph Nader,3.859387,George W. Bush
2000,National,2000-06-14,George W. Bush,47.86661,George W. Bush
2000,National,2000-06-14,Al Gore,39.841091,George W. Bush
2000,National,2000-06-15,Ralph Nader,3.859387,George W. Bush
2000,National,2000-06-15,George W. Bush,47.860565,George W. Bush
2000,National,2000-06-15,Al Gore,39.838208,George W. Bush
2000,National,2000-06-16,Ralph Nader,3.859387,George W. Bush
2000,National,2000-06-16,George W. Bush,47.854333,George W. Bush
2000,National,2000-06-16,Al Gore,39.837456,George W. Bush
2000,National,2000-06-17,Ralph Nader,3.859387,George W. Bush
2000,National,2000-06-17,George W. Bush,47.854333,George W. Bush
2000,National,2000-06-17,Al Gore,39.837456,George W. Bush
2000,National,2000-06-18,Ralph Nader,4.9123478,George W. Bush
2000,National,2000-06-18,George W. Bush,47.71409,George W. Bush
2000,National,2000-06-18,Al Gore,39.527453,George W. Bush
2000,National,2000-06-19,Ralph Nader,4.9123478,George W. Bush
2000,National,2000-06-19,George W. Bush,47.711855,George W. Bush
2000,National,2000-06-19,Al Gore,39.5259,George W. Bush
2000,National,2000-06-20,Ralph Nader,4.6868835,George W. Bush
2000,National,2000-06-20,George W. Bush,47.136961,George W. Bush
2000,National,2000-06-20,Al Gore,38.971606,George W. Bush
2000,National,2000-06-21,Ralph Nader,4.3520594,George W. Bush
2000,National,2000-06-21,George W. Bush,46.315278,George W. Bush
2000,National,2000-06-21,Al Gore,39.01145,George W. Bush
2000,National,2000-06-22,Ralph Nader,4.3520594,George W. Bush
2000,National,2000-06-22,George W. Bush,46.315276,George W. Bush
2000,National,2000-06-22,Al Gore,39.011383,George W. Bush
2000,National,2000-06-23,Ralph Nader,4.1201449,George W. Bush
2000,National,2000-06-23,George W. Bush,46.134173,George W. Bush
2000,National,2000-06-23,Al Gore,39.58272,George W. Bush
2000,National,2000-06-24,Ralph Nader,4.1201449,George W. Bush
2000,National,2000-06-24,George W. Bush,46.149784,George W. Bush
2000,National,2000-06-24,Al Gore,39.608746,George W. Bush
2000,National,2000-06-25,Ralph Nader,4.2938171,George W. Bush
2000,National,2000-06-25,George W. Bush,47.052008,George W. Bush
2000,National,2000-06-25,Al Gore,39.301868,George W. Bush
2000,National,2000-06-26,Ralph Nader,4.2966067,George W. Bush
2000,National,2000-06-26,George W. Bush,47.039111,George W. Bush
2000,National,2000-06-26,Al Gore,39.289576,George W. Bush
2000,National,2000-06-27,Ralph Nader,4.2965861,George W. Bush
2000,National,2000-06-27,George W. Bush,47.039141,George W. Bush
2000,National,2000-06-27,Al Gore,39.289586,George W. Bush
2000,National,2000-06-28,Ralph Nader,4.2949686,George W. Bush
2000,National,2000-06-28,George W. Bush,47.038475,George W. Bush
2000,National,2000-06-28,Al Gore,39.286833,George W. Bush
2000,National,2000-06-29,Ralph Nader,5.2006301,George W. Bush
2000,National,2000-06-29,George W. Bush,46.728785,George W. Bush
2000,National,2000-06-29,Al Gore,39.577538,George W. Bush
2000,National,2000-06-30,Ralph Nader,4.869334,George W. Bush
2000,National,2000-06-30,George W. Bush,46.471769,George W. Bush
2000,National,2000-06-30,Al Gore,38.754848,George W. Bush
2000,National,2000-07-01,Ralph Nader,4.869334,George W. Bush
2000,National,2000-07-01,George W. Bush,46.477733,George W. Bush
2000,National,2000-07-01,Al Gore,38.76148,George W. Bush
2000,National,2000-07-02,Ralph Nader,4.869334,George W. Bush
2000,National,2000-07-02,George W. Bush,46.477733,George W. Bush
2000,National,2000-07-02,Al Gore,38.76148,George W. Bush
2000,National,2000-07-03,Ralph Nader,4.869334,George W. Bush
2000,National,2000-07-03,George W. Bush,46.477733,George W. Bush
2000,National,2000-07-03,Al Gore,38.76148,George W. Bush
2000,National,2000-07-04,Ralph Nader,4.869334,George W. Bush
2000,National,2000-07-04,George W. Bush,46.477733,George W. Bush
2000,National,2000-07-04,Al Gore,38.76148,George W. Bush
2000,National,2000-07-05,Ralph Nader,4.869334,George W. Bush
2000,National,2000-07-05,George W. Bush,46.487023,George W. Bush
2000,National,2000-07-05,Al Gore,38.751967,George W. Bush
2000,National,2000-07-06,Ralph Nader,4.869334,George W. Bush
2000,National,2000-07-06,George W. Bush,46.487023,George W. Bush
2000,National,2000-07-06,Al Gore,38.751967,George W. Bush
2000,National,2000-07-07,Ralph Nader,4.869334,George W. Bush
2000,National,2000-07-07,George W. Bush,46.487023,George W. Bush
2000,National,2000-07-07,Al Gore,38.751967,George W. Bush
2000,National,2000-07-08,Ralph Nader,4.8693355,George W. Bush
2000,National,2000-07-08,George W. Bush,46.488294,George W. Bush
2000,National,2000-07-08,Al Gore,38.750852,George W. Bush
2000,National,2000-07-09,Ralph Nader,4.8693355,George W. Bush
2000,National,2000-07-09,George W. Bush,47.087217,George W. Bush
2000,National,2000-07-09,Al Gore,38.824436,George W. Bush
2000,National,2000-07-10,Ralph Nader,5.8721971,George W. Bush
2000,National,2000-07-10,George W. Bush,45.319913,George W. Bush
2000,National,2000-07-10,Al Gore,38.320817,George W. Bush
2000,National,2000-07-11,Ralph Nader,5.8721971,George W. Bush
2000,National,2000-07-11,George W. Bush,45.319913,George W. Bush
2000,National,2000-07-11,Al Gore,38.320817,George W. Bush
2000,National,2000-07-12,Ralph Nader,5.8482404,George W. Bush
2000,National,2000-07-12,George W. Bush,45.330541,George W. Bush
2000,National,2000-07-12,Al Gore,38.344717,George W. Bush
2000,National,2000-07-13,Ralph Nader,6.603487,George W. Bush
2000,National,2000-07-13,George W. Bush,45.883468,George W. Bush
2000,National,2000-07-13,Al Gore,38.464527,George W. Bush
2000,National,2000-07-14,Ralph Nader,6.6034531,George W. Bush
2000,National,2000-07-14,George W. Bush,45.883431,George W. Bush
2000,National,2000-07-14,Al Gore,38.463955,George W. Bush
2000,National,2000-07-15,Ralph Nader,6.6034531,George W. Bush
2000,National,2000-07-15,George W. Bush,45.883431,George W. Bush
2000,National,2000-07-15,Al Gore,38.463955,George W. Bush
2000,National,2000-07-16,Ralph Nader,5.3330901,George W. Bush
2000,National,2000-07-16,George W. Bush,45.180727,George W. Bush
2000,National,2000-07-16,Al Gore,38.911933,George W. Bush
2000,National,2000-07-17,Ralph Nader,5.3981462,George W. Bush
2000,National,2000-07-17,George W. Bush,45.161833,George W. Bush
2000,National,2000-07-17,Al Gore,38.739272,George W. Bush
2000,National,2000-07-18,Ralph Nader,5.3977651,George W. Bush
2000,National,2000-07-18,George W. Bush,45.161097,George W. Bush
2000,National,2000-07-18,Al Gore,38.739373,George W. Bush
2000,National,2000-07-19,Ralph Nader,5.3977651,George W. Bush
2000,National,2000-07-19,George W. Bush,45.161097,George W. Bush
2000,National,2000-07-19,Al Gore,38.739373,George W. Bush
2000,National,2000-07-20,Ralph Nader,5.3941582,George W. Bush
2000,National,2000-07-20,George W. Bush,45.168093,George W. Bush
2000,National,2000-07-20,Al Gore,38.738303,George W. Bush
2000,National,2000-07-21,Ralph Nader,5.3940883,George W. Bush
2000,National,2000-07-21,George W. Bush,45.169586,George W. Bush
2000,National,2000-07-21,Al Gore,38.737809,George W. Bush
2000,National,2000-07-22,Ralph Nader,5.388567,George W. Bush
2000,National,2000-07-22,George W. Bush,45.181008,George W. Bush
2000,National,2000-07-22,Al Gore,38.553024,George W. Bush
2000,National,2000-07-23,Ralph Nader,5.2215005,George W. Bush
2000,National,2000-07-23,George W. Bush,45.272184,George W. Bush
2000,National,2000-07-23,Al Gore,38.662514,George W. Bush
2000,National,2000-07-24,Ralph Nader,4.7678097,George W. Bush
2000,National,2000-07-24,George W. Bush,45.858542,George W. Bush
2000,National,2000-07-24,Al Gore,38.794516,George W. Bush
2000,National,2000-07-25,Ralph Nader,4.7678097,George W. Bush
2000,National,2000-07-25,George W. Bush,45.858542,George W. Bush
2000,National,2000-07-25,Al Gore,38.794516,George W. Bush
2000,National,2000-07-26,Ralph Nader,4.4421714,George W. Bush
2000,National,2000-07-26,George W. Bush,46.455663,George W. Bush
2000,National,2000-07-26,Al Gore,38.865396,George W. Bush
2000,National,2000-07-27,Ralph Nader,4.4421714,George W. Bush
2000,National,2000-07-27,George W. Bush,46.389419,George W. Bush
2000,National,2000-07-27,Al Gore,38.864699,George W. Bush
2000,National,2000-07-28,Ralph Nader,4.4421714,George W. Bush
2000,National,2000-07-28,George W. Bush,46.389419,George W. Bush
2000,National,2000-07-28,Al Gore,38.864699,George W. Bush
2000,National,2000-07-29,Ralph Nader,4.4576031,George W. Bush
2000,National,2000-07-29,George W. Bush,46.36725,George W. Bush
2000,National,2000-07-29,Al Gore,38.86461,George W. Bush
2000,National,2000-07-30,Ralph Nader,4.4576031,George W. Bush
2000,National,2000-07-30,George W. Bush,46.36725,George W. Bush
2000,National,2000-07-30,Al Gore,38.86461,George W. Bush
2000,National,2000-07-31,Ralph Nader,4.4576031,George W. Bush
2000,National,2000-07-31,George W. Bush,46.36725,George W. Bush
2000,National,2000-07-31,Al Gore,38.86461,George W. Bush
2000,National,2000-08-01,Ralph Nader,4.4590974,George W. Bush
2000,National,2000-08-01,George W. Bush,46.374851,George W. Bush
2000,National,2000-08-01,Al Gore,38.865557,George W. Bush
2000,National,2000-08-02,Ralph Nader,4.4590974,George W. Bush
2000,National,2000-08-02,George W. Bush,46.374851,George W. Bush
2000,National,2000-08-02,Al Gore,38.865557,George W. Bush
2000,National,2000-08-03,Ralph Nader,4.4597199,George W. Bush
2000,National,2000-08-03,George W. Bush,46.378506,George W. Bush
2000,National,2000-08-03,Al Gore,38.863622,George W. Bush
2000,National,2000-08-04,Ralph Nader,4.4597199,George W. Bush
2000,National,2000-08-04,George W. Bush,46.378506,George W. Bush
2000,National,2000-08-04,Al Gore,38.863622,George W. Bush
2000,National,2000-08-05,Ralph Nader,4.4597199,George W. Bush
2000,National,2000-08-05,George W. Bush,46.376766,George W. Bush
2000,National,2000-08-05,Al Gore,38.862566,George W. Bush
2000,National,2000-08-06,Ralph Nader,4.4597199,George W. Bush
2000,National,2000-08-06,George W. Bush,46.376766,George W. Bush
2000,National,2000-08-06,Al Gore,38.862566,George W. Bush
2000,National,2000-08-07,Ralph Nader,4.4543078,George W. Bush
2000,National,2000-08-07,George W. Bush,46.393834,George W. Bush
2000,National,2000-08-07,Al Gore,38.876632,George W. Bush
2000,National,2000-08-08,Ralph Nader,4.4543078,George W. Bush
2000,National,2000-08-08,George W. Bush,46.393834,George W. Bush
2000,National,2000-08-08,Al Gore,38.876632,George W. Bush
2000,National,2000-08-09,Ralph Nader,4.4543078,George W. Bush
2000,National,2000-08-09,George W. Bush,46.392582,George W. Bush
2000,National,2000-08-09,Al Gore,38.883996,George W. Bush
2000,National,2000-08-10,Ralph Nader,4.4373185,George W. Bush
2000,National,2000-08-10,George W. Bush,46.400873,George W. Bush
2000,National,2000-08-10,Al Gore,38.868345,George W. Bush
2000,National,2000-08-11,Ralph Nader,4.0658804,George W. Bush
2000,National,2000-08-11,George W. Bush,48.047821,George W. Bush
2000,National,2000-08-11,Al Gore,39.928564,George W. Bush
2000,National,2000-08-12,Ralph Nader,4.0677271,George W. Bush
2000,National,2000-08-12,George W. Bush,49.4681,George W. Bush
2000,National,2000-08-12,Al Gore,39.419174,George W. Bush
2000,National,2000-08-13,Ralph Nader,4.0677271,George W. Bush
2000,National,2000-08-13,George W. Bush,49.4681,George W. Bush
2000,National,2000-08-13,Al Gore,39.419174,George W. Bush
2000,National,2000-08-14,Ralph Nader,4.0336835,George W. Bush
2000,National,2000-08-14,George W. Bush,48.755412,George W. Bush
2000,National,2000-08-14,Al Gore,39.092029,George W. Bush
2000,National,2000-08-15,Ralph Nader,4.2358254,George W. Bush
2000,National,2000-08-15,George W. Bush,48.592292,George W. Bush
2000,National,2000-08-15,Al Gore,38.627897,George W. Bush
2000,National,2000-08-16,Ralph Nader,4.1155196,George W. Bush
2000,National,2000-08-16,George W. Bush,47.679665,George W. Bush
2000,National,2000-08-16,Al Gore,37.892223,George W. Bush
2000,National,2000-08-17,Ralph Nader,2.7056043,George W. Bush
2000,National,2000-08-17,George W. Bush,46.53214,George W. Bush
2000,National,2000-08-17,Al Gore,41.320886,George W. Bush
2000,National,2000-08-18,Ralph Nader,2.6058697,George W. Bush
2000,National,2000-08-18,George W. Bush,44.722241,George W. Bush
2000,National,2000-08-18,Al Gore,44.5405,George W. Bush
2000,National,2000-08-19,Ralph Nader,2.7748065,George W. Bush
2000,National,2000-08-19,George W. Bush,44.654275,George W. Bush
2000,National,2000-08-19,Al Gore,45.048697,George W. Bush
2000,National,2000-08-20,Ralph Nader,3.6140978,George W. Bush
2000,National,2000-08-20,George W. Bush,44.079439,George W. Bush
2000,National,2000-08-20,Al Gore,45.382143,George W. Bush
2000,National,2000-08-21,Ralph Nader,3.6140978,George W. Bush
2000,National,2000-08-21,George W. Bush,44.079439,George W. Bush
2000,National,2000-08-21,Al Gore,45.382143,George W. Bush
2000,National,2000-08-22,Ralph Nader,3.6085392,George W. Bush
2000,National,2000-08-22,George W. Bush,44.112946,George W. Bush
2000,National,2000-08-22,Al Gore,45.346166,George W. Bush
2000,National,2000-08-23,Ralph Nader,3.6085392,George W. Bush
2000,National,2000-08-23,George W. Bush,44.111444,George W. Bush
2000,National,2000-08-23,Al Gore,45.347097,George W. Bush
2000,National,2000-08-24,Ralph Nader,3.8112096,George W. Bush
2000,National,2000-08-24,George W. Bush,42.624681,George W. Bush
2000,National,2000-08-24,Al Gore,46.301978,George W. Bush
2000,National,2000-08-25,Ralph Nader,3.5118484,George W. Bush
2000,National,2000-08-25,George W. Bush,42.743789,George W. Bush
2000,National,2000-08-25,Al Gore,46.246715,George W. Bush
2000,National,2000-08-26,Ralph Nader,3.5118484,George W. Bush
2000,National,2000-08-26,George W. Bush,42.743789,George W. Bush
2000,National,2000-08-26,Al Gore,46.246715,George W. Bush
2000,National,2000-08-27,Ralph Nader,3.3975339,George W. Bush
2000,National,2000-08-27,George W. Bush,42.892303,George W. Bush
2000,National,2000-08-27,Al Gore,46.007749,George W. Bush
2000,National,2000-08-28,Ralph Nader,3.5696439,George W. Bush
2000,National,2000-08-28,George W. Bush,43.010277,George W. Bush
2000,National,2000-08-28,Al Gore,45.691076,George W. Bush
2000,National,2000-08-29,Ralph Nader,3.5716681,George W. Bush
2000,National,2000-08-29,George W. Bush,42.998879,George W. Bush
2000,National,2000-08-29,Al Gore,45.6889,George W. Bush
2000,National,2000-08-30,Ralph Nader,3.5712916,George W. Bush
2000,National,2000-08-30,George W. Bush,43.00182,George W. Bush
2000,National,2000-08-30,Al Gore,45.685776,George W. Bush
2000,National,2000-08-31,Ralph Nader,3.5746549,George W. Bush
2000,National,2000-08-31,George W. Bush,41.917037,George W. Bush
2000,National,2000-08-31,Al Gore,46.687331,George W. Bush
2000,National,2000-09-01,Ralph Nader,3.5698958,George W. Bush
2000,National,2000-09-01,George W. Bush,41.905651,George W. Bush
2000,National,2000-09-01,Al Gore,46.702667,George W. Bush
2000,National,2000-09-02,Ralph Nader,3.5698958,George W. Bush
2000,National,2000-09-02,George W. Bush,41.905651,George W. Bush
2000,National,2000-09-02,Al Gore,46.702667,George W. Bush
2000,National,2000-09-03,Ralph Nader,3.5698958,George W. Bush
2000,National,2000-09-03,George W. Bush,41.905651,George W. Bush
2000,National,2000-09-03,Al Gore,46.702667,George W. Bush
2000,National,2000-09-04,Ralph Nader,3.5698958,George W. Bush
2000,National,2000-09-04,George W. Bush,41.905651,George W. Bush
2000,National,2000-09-04,Al Gore,46.702667,George W. Bush
2000,National,2000-09-05,Ralph Nader,3.5698958,George W. Bush
2000,National,2000-09-05,George W. Bush,41.905651,George W. Bush
2000,National,2000-09-05,Al Gore,46.702667,George W. Bush
2000,National,2000-09-06,Ralph Nader,3.4389511,George W. Bush
2000,National,2000-09-06,George W. Bush,42.924731,George W. Bush
2000,National,2000-09-06,Al Gore,46.296482,George W. Bush
2000,National,2000-09-07,Ralph Nader,3.2175186,George W. Bush
2000,National,2000-09-07,George W. Bush,42.954641,George W. Bush
2000,National,2000-09-07,Al Gore,45.793445,George W. Bush
2000,National,2000-09-08,Ralph Nader,3.0871646,George W. Bush
2000,National,2000-09-08,George W. Bush,42.866383,George W. Bush
2000,National,2000-09-08,Al Gore,45.938186,George W. Bush
2000,National,2000-09-09,Ralph Nader,3.0176383,George W. Bush
2000,National,2000-09-09,George W. Bush,42.960213,George W. Bush
2000,National,2000-09-09,Al Gore,45.937998,George W. Bush
2000,National,2000-09-10,Ralph Nader,3.2486051,George W. Bush
2000,National,2000-09-10,George W. Bush,42.536038,George W. Bush
2000,National,2000-09-10,Al Gore,45.595267,George W. Bush
2000,National,2000-09-11,Ralph Nader,3.3103922,George W. Bush
2000,National,2000-09-11,George W. Bush,42.341579,George W. Bush
2000,National,2000-09-11,Al Gore,45.476997,George W. Bush
2000,National,2000-09-12,Ralph Nader,3.4104833,George W. Bush
2000,National,2000-09-12,George W. Bush,42.249412,George W. Bush
2000,National,2000-09-12,Al Gore,45.187491,George W. Bush
2000,National,2000-09-13,Ralph Nader,3.4234558,George W. Bush
2000,National,2000-09-13,George W. Bush,42.231422,George W. Bush
2000,National,2000-09-13,Al Gore,44.989818,George W. Bush
2000,National,2000-09-14,Ralph Nader,3.4074579,George W. Bush
2000,National,2000-09-14,George W. Bush,42.210443,George W. Bush
2000,National,2000-09-14,Al Gore,44.809228,George W. Bush
2000,National,2000-09-15,Ralph Nader,3.4214306,George W. Bush
2000,National,2000-09-15,George W. Bush,42.285406,George W. Bush
2000,National,2000-09-15,Al Gore,44.613203,George W. Bush
2000,National,2000-09-16,Ralph Nader,3.2250409,George W. Bush
2000,National,2000-09-16,George W. Bush,42.440866,George W. Bush
2000,National,2000-09-16,Al Gore,44.705195,George W. Bush
2000,National,2000-09-17,Ralph Nader,3.2141096,George W. Bush
2000,National,2000-09-17,George W. Bush,42.567963,George W. Bush
2000,National,2000-09-17,Al Gore,44.685781,George W. Bush
2000,National,2000-09-18,Ralph Nader,3.19498,George W. Bush
2000,National,2000-09-18,George W. Bush,42.513316,George W. Bush
2000,National,2000-09-18,Al Gore,44.614148,George W. Bush
2000,National,2000-09-19,Ralph Nader,3.1379564,George W. Bush
2000,National,2000-09-19,George W. Bush,42.390505,George W. Bush
2000,National,2000-09-19,Al Gore,44.098659,George W. Bush
2000,National,2000-09-20,Ralph Nader,3.2764748,George W. Bush
2000,National,2000-09-20,George W. Bush,42.428539,George W. Bush
2000,National,2000-09-20,Al Gore,44.264831,George W. Bush
2000,National,2000-09-21,Ralph Nader,3.1822753,George W. Bush
2000,National,2000-09-21,George W. Bush,42.452536,George W. Bush
2000,National,2000-09-21,Al Gore,44.28874,George W. Bush
2000,National,2000-09-22,Ralph Nader,3.1235987,George W. Bush
2000,National,2000-09-22,George W. Bush,42.499927,George W. Bush
2000,National,2000-09-22,Al Gore,44.26551,George W. Bush
2000,National,2000-09-23,Ralph Nader,2.965594,George W. Bush
2000,National,2000-09-23,George W. Bush,42.932814,George W. Bush
2000,National,2000-09-23,Al Gore,43.925214,George W. Bush
2000,National,2000-09-24,Ralph Nader,2.928098,George W. Bush
2000,National,2000-09-24,George W. Bush,43.149409,George W. Bush
2000,National,2000-09-24,Al Gore,43.814507,George W. Bush
2000,National,2000-09-25,Ralph Nader,2.7021937,George W. Bush
2000,National,2000-09-25,George W. Bush,43.491587,George W. Bush
2000,National,2000-09-25,Al Gore,43.347477,George W. Bush
2000,National,2000-09-26,Ralph Nader,2.7128039,George W. Bush
2000,National,2000-09-26,George W. Bush,43.529744,George W. Bush
2000,National,2000-09-26,Al Gore,43.242939,George W. Bush
2000,National,2000-09-27,Ralph Nader,2.7998788,George W. Bush
2000,National,2000-09-27,George W. Bush,43.659131,George W. Bush
2000,National,2000-09-27,Al Gore,43.076166,George W. Bush
2000,National,2000-09-28,Ralph Nader,2.8706561,George W. Bush
2000,National,2000-09-28,George W. Bush,43.71913,George W. Bush
2000,National,2000-09-28,Al Gore,43.078173,George W. Bush
2000,National,2000-09-29,Ralph Nader,2.8900944,George W. Bush
2000,National,2000-09-29,George W. Bush,43.807282,George W. Bush
2000,National,2000-09-29,Al Gore,43.094174,George W. Bush
2000,National,2000-09-30,Ralph Nader,3.063092,George W. Bush
2000,National,2000-09-30,George W. Bush,43.825621,George W. Bush
2000,National,2000-09-30,Al Gore,43.620266,George W. Bush
2000,National,2000-10-01,Ralph Nader,2.9637103,George W. Bush
2000,National,2000-10-01,George W. Bush,44.038842,George W. Bush
2000,National,2000-10-01,Al Gore,44.226378,George W. Bush
2000,National,2000-10-02,Ralph Nader,3.0357687,George W. Bush
2000,National,2000-10-02,George W. Bush,43.929702,George W. Bush
2000,National,2000-10-02,Al Gore,44.27162,George W. Bush
2000,National,2000-10-03,Ralph Nader,2.989061,George W. Bush
2000,National,2000-10-03,George W. Bush,44.203932,George W. Bush
2000,National,2000-10-03,Al Gore,44.411257,George W. Bush
2000,National,2000-10-04,Ralph Nader,3.1527891,George W. Bush
2000,National,2000-10-04,George W. Bush,44.013691,George W. Bush
2000,National,2000-10-04,Al Gore,44.890183,George W. Bush
2000,National,2000-10-05,Ralph Nader,3.422539,George W. Bush
2000,National,2000-10-05,George W. Bush,43.951515,George W. Bush
2000,National,2000-10-05,Al Gore,45.102755,George W. Bush
2000,National,2000-10-06,Ralph Nader,3.4363312,George W. Bush
2000,National,2000-10-06,George W. Bush,44.548364,George W. Bush
2000,National,2000-10-06,Al Gore,43.952459,George W. Bush
2000,National,2000-10-07,Ralph Nader,3.5483778,George W. Bush
2000,National,2000-10-07,George W. Bush,45.023873,George W. Bush
2000,National,2000-10-07,Al Gore,43.355458,George W. Bush
2000,National,2000-10-08,Ralph Nader,4.1940407,George W. Bush
2000,National,2000-10-08,George W. Bush,45.063914,George W. Bush
2000,National,2000-10-08,Al Gore,42.849284,George W. Bush
2000,National,2000-10-09,Ralph Nader,3.8920023,George W. Bush
2000,National,2000-10-09,George W. Bush,45.344238,George W. Bush
2000,National,2000-10-09,Al Gore,42.982489,George W. Bush
2000,National,2000-10-10,Ralph Nader,3.9226865,George W. Bush
2000,National,2000-10-10,George W. Bush,44.9133,George W. Bush
2000,National,2000-10-10,Al Gore,43.010676,George W. Bush
2000,National,2000-10-11,Ralph Nader,3.9026276,George W. Bush
2000,National,2000-10-11,George W. Bush,45.214674,George W. Bush
2000,National,2000-10-11,Al Gore,42.795928,George W. Bush
2000,National,2000-10-12,Ralph Nader,4.1673156,George W. Bush
2000,National,2000-10-12,George W. Bush,45.238874,George W. Bush
2000,National,2000-10-12,Al Gore,42.64811,George W. Bush
2000,National,2000-10-13,Ralph Nader,4.1572067,George W. Bush
2000,National,2000-10-13,George W. Bush,45.343117,George W. Bush
2000,National,2000-10-13,Al Gore,42.523277,George W. Bush
2000,National,2000-10-14,Ralph Nader,4.0791188,George W. Bush
2000,National,2000-10-14,George W. Bush,45.633975,George W. Bush
2000,National,2000-10-14,Al Gore,42.215145,George W. Bush
2000,National,2000-10-15,Ralph Nader,4.1163391,George W. Bush
2000,National,2000-10-15,George W. Bush,45.884353,George W. Bush
2000,National,2000-10-15,Al Gore,42.260627,George W. Bush
2000,National,2000-10-16,Ralph Nader,4.1784667,George W. Bush
2000,National,2000-10-16,George W. Bush,45.734978,George W. Bush
2000,National,2000-10-16,Al Gore,42.407296,George W. Bush
2000,National,2000-10-17,Ralph Nader,4.2061391,George W. Bush
2000,National,2000-10-17,George W. Bush,45.424935,George W. Bush
2000,National,2000-10-17,Al Gore,42.471591,George W. Bush
2000,National,2000-10-18,Ralph Nader,3.828088,George W. Bush
2000,National,2000-10-18,George W. Bush,45.815733,George W. Bush
2000,National,2000-10-18,Al Gore,42.178856,George W. Bush
2000,National,2000-10-19,Ralph Nader,3.7765443,George W. Bush
2000,National,2000-10-19,George W. Bush,45.624756,George W. Bush
2000,National,2000-10-19,Al Gore,42.925604,George W. Bush
2000,National,2000-10-20,Ralph Nader,3.8739575,George W. Bush
2000,National,2000-10-20,George W. Bush,45.942214,George W. Bush
2000,National,2000-10-20,Al Gore,42.721062,George W. Bush
2000,National,2000-10-21,Ralph Nader,3.8557245,George W. Bush
2000,National,2000-10-21,George W. Bush,46.090859,George W. Bush
2000,National,2000-10-21,Al Gore,42.71718,George W. Bush
2000,National,2000-10-22,Ralph Nader,4.1886219,George W. Bush
2000,National,2000-10-22,George W. Bush,45.641577,George W. Bush
2000,National,2000-10-22,Al Gore,42.642492,George W. Bush
2000,National,2000-10-23,Ralph Nader,4.21645,George W. Bush
2000,National,2000-10-23,George W. Bush,45.544474,George W. Bush
2000,National,2000-10-23,Al Gore,42.834325,George W. Bush
2000,National,2000-10-24,Ralph Nader,4.1714748,George W. Bush
2000,National,2000-10-24,George W. Bush,45.663017,George W. Bush
2000,National,2000-10-24,Al Gore,42.946143,George W. Bush
2000,National,2000-10-25,Ralph Nader,4.183955,George W. Bush
2000,National,2000-10-25,George W. Bush,45.713643,George W. Bush
2000,National,2000-10-25,Al Gore,43.006261,George W. Bush
2000,National,2000-10-26,Ralph Nader,4.1336274,George W. Bush
2000,National,2000-10-26,George W. Bush,46.1293,George W. Bush
2000,National,2000-10-26,Al Gore,42.887726,George W. Bush
2000,National,2000-10-27,Ralph Nader,4.0846623,George W. Bush
2000,National,2000-10-27,George W. Bush,46.234386,George W. Bush
2000,National,2000-10-27,Al Gore,42.79536,George W. Bush
2000,National,2000-10-28,Ralph Nader,4.1605152,George W. Bush
2000,National,2000-10-28,George W. Bush,46.3189,George W. Bush
2000,National,2000-10-28,Al Gore,42.648106,George W. Bush
2000,National,2000-10-29,Ralph Nader,4.1691226,George W. Bush
2000,National,2000-10-29,George W. Bush,46.189916,George W. Bush
2000,National,2000-10-29,Al Gore,42.697161,George W. Bush
2000,National,2000-10-30,Ralph Nader,4.1398006,George W. Bush
2000,National,2000-10-30,George W. Bush,46.141378,George W. Bush
2000,National,2000-10-30,Al Gore,42.725728,George W. Bush
2000,National,2000-10-31,Ralph Nader,4.0959352,George W. Bush
2000,National,2000-10-31,George W. Bush,46.220661,George W. Bush
2000,National,2000-10-31,Al Gore,42.857709,George W. Bush
2000,National,2000-11-01,Ralph Nader,4.0142259,George W. Bush
2000,National,2000-11-01,George W. Bush,46.281253,George W. Bush
2000,National,2000-11-01,Al Gore,42.858125,George W. Bush
2000,National,2000-11-02,Ralph Nader,3.9909589,George W. Bush
2000,National,2000-11-02,George W. Bush,46.474942,George W. Bush
2000,National,2000-11-02,Al Gore,42.804993,George W. Bush
2000,National,2000-11-03,Ralph Nader,3.7980815,George W. Bush
2000,National,2000-11-03,George W. Bush,46.693993,George W. Bush
2000,National,2000-11-03,Al Gore,43.130552,George W. Bush
2000,National,2000-11-04,Ralph Nader,3.8546131,George W. Bush
2000,National,2000-11-04,George W. Bush,46.830597,George W. Bush
2000,National,2000-11-04,Al Gore,43.227551,George W. Bush
2000,National,2000-11-05,Ralph Nader,3.8108249,George W. Bush
2000,National,2000-11-05,George W. Bush,46.819152,George W. Bush
2000,National,2000-11-05,Al Gore,43.270041,George W. Bush
2000,National,2000-11-06,Ralph Nader,3.7697854,George W. Bush
2000,National,2000-11-06,George W. Bush,46.924161,George W. Bush
